QUEST_LV_0200_20150317_000001	Philipas' Soldier	Philip's Soldiers
QUEST_LV_0200_20151015_009179	I hope you are okay.{nl}We are all done, but you are not.	Semoga kamu baik-baik saja.{nl}Kami semua selesai, tapi kamu belum.
QUEST_LV_0200_20151015_009180	However...{nl}We can't set up a tombstone with only these ingredients.{nl}I've ordered some necessary tools from the Blacksmith and the Equipment Merchant in Orsha.	Tetapi..{nl}tidak dapat mendirikan monumen dengan material ini saja tentunya.{nl} Aku telah memesan peralatan pada Blacksmith Orsha dan Equipment Merchant.
QUEST_LV_0200_20151015_009181	{nl}Please get it for me.	{nl} Tolong temukanlah benda itu.
QUEST_LV_0200_20151015_009182	Be careful on your journey.	Hati-hati dalam perjalananmu
QUEST_LV_0200_20151015_009183	So Antanas sent you.{nl}Here's the hammer.	Orang yang datang karena dikirim oleh Antanas rupanya.{nl} Ini Hammer yang dipesan olehnya.
QUEST_LV_0200_20151015_009184	I'm relieved we got it back. {nl}I finally get to see the holy relic, even after death.{nl}	Aku lega kita kembali. {nl}Akhirnya aku bisa melihat holy relic, walaupun setelah kematian.{nl}
QUEST_LV_0200_20151015_009185	Please find my friend.{nl}I lived so hard until now, so I can't just die here.	Bantu temukan temanku.{nl}Susah-susah aku hidup sampai sekarang, jadi aku tidak boleh mati disini.
QUEST_LV_0200_20151015_009186	Ruklys Army Officer's Spirit	Ruklys Army Officer's Spirit
QUEST_LV_0200_20151015_009187	Finally... The worst curse has been undone!	Akhirnya... Kutukan buruk telah dicabut!
QUEST_LV_0200_20151015_009188	Good.{nl}Since the hideout is safe now, you can leave the Fortress of the Land.	Bagus.{nl}Karena persembunyian telah aman sekarang, kamu bisa meninggalkan Fortress of the Great Earth.
QUEST_LV_0200_20151015_009189	Damn!{nl}We've lost the Fortress of the Land to those dirty demons!{nl}The magic circle... If we only have that magic circle...	Sakit hati!{nl} Karena Earth Castile direbut oleh para Demon menjijikkan itu!{nl} Magic Circle.. Kalau saja ada Magic Circle itu..
QUEST_LV_0200_20151015_009190	Yes... I can sense the same force like Ruklys within you..{nl}	Begitu.. Terasa energi yang sama seperti tuan Ruklys pada dirimu..{nl}
QUEST_LV_0200_20151015_009191	I will give you the means to fight against the demons.{nl}I will open the portal for you so please protect our fortress..	Akan kuberikan jalan kepadamu untuk dapat melawan demon.{nl} Akan kubukakan portal untukmu, tolong lindungi benteng kami..
QUEST_LV_0200_20151015_009192	What are these scrolls...{nl}A defensive magic circle? I can only see pictures of strange magic fields.{nl}	Scroll-scroll apakah ini.. {nl}Defense Magic Circle? Tidak ada apapun selain gambar Magic Circle yang aneh.{nl}
QUEST_LV_0200_20151015_009193	No demons would be able to obtain the revelation.	Demon apapun itu tidak dapat menerima Revelation.
QUEST_LV_0200_20151015_009194	{nl}The only letters that I can recognize are the ones about how to activate the magic circle and how to repair it.{nl}The battlefield? Where is that place...{nl}	{nl}Tulisan yang terbaca tidak lebih dari cara memperbaiki dan mengoperasikan Pure Magic Circle ya.{nl}Battle Field? Itu ada dimana ya..{nl}
QUEST_LV_0200_20151015_009195	What? You are interested in the revelation?{nl}But there are nothing here that are related to it...{nl}	Datanglah, Kau tertarik pada Revelation?{nl} Tetapi disini tidak ada cerita yang berhubungan dengan hal itu..{nl}
QUEST_LV_0200_20151015_009196	You better go to the other district first.{nl}I will look around more so let's meet at the habitants' area.	Pertama-tama alangkah baik jika pergi ke distrik lainnya.{nl} Hmm kalau begitu aku akan mengamati sedikit lagi disini, lalu bertemu lah di  Resident Quarter.
QUEST_LV_0200_20151015_009197	Okay. Let's look around again with the Monocle.{nl}If you can see some special force, then there will be something like the treasure of Ruklys.{nl} 	Nah. Haruskah kita coba memeriksa ke arah Monochle kembali?{nl} Jika terlihat suatu kekuatan unik, maka ada sesuatu harta karun milik Ruklys disana.{nl}
QUEST_LV_0200_20151015_009198	Maybe, we would be able to find the revelation which you are looking for.	Bagaimanapun apakah dapat menemukan sesuatu yang kamu cari yang disebut Revelation itu?
QUEST_LV_0200_20151015_009199	Can you bring more of these old bombs?{nl}I am not trying to use them for malicious purposes. I just want to do some research.	Bisakah kamu membawakan bom tua ini?{nl}Aku tidak mencoba menggunakannya untuk tujuan buruk. Aku hanya ingin meneliti.
QUEST_LV_0200_20151015_009200	I will give you the tools to dismantle the bomb.{nl}If you break the detonator with those, you can bring the bombs safely.{nl}	Aku akan memberikanmu alat untuk menjinakkan bom.{nl}Kalau kamu memecahkan detonator dengan itu, kamu bisa membawa bom dengan aman.{nl}
QUEST_LV_0200_20151015_009201	I don't know how you found this bomb, but I think they've used a metal detector.{nl}When you investigate more with that, maybe we could find some remains.{nl}	Aku tidak tahu bagaimana kamu menamukan bom inim tapi aku rasa mereka mengggunakan deteksi metal.{nl}Kalau kamu menyelidiki menggunakan itu, mungkin kamu bisa menemukan sisanya.{nl}
QUEST_LV_0200_20151015_009202	Find the bombs using this metal detector and use the tools I gave to you to break the detonator.{nl}Then you would able to bring them safely. I am counting on you!	Temukan bom menggunakan detector metal dan gunakan alat yang aku berikan untuk merusak detonator.{nl}Lalu kamu bisa membawanya dengan aman. Aku mengharapkanmu!
QUEST_LV_0200_20151015_009203	This must be more than a few hundreds years old.{nl}What were they trying to do with this bomb...{nl}Anyway, thanks! 	Ini pasti lebih dari ratusan tahun.{nl}Apa yang mau mereka lakukan dengan bom ini...{nl}Oh iya, thanks! 
QUEST_LV_0200_20151015_009204	By the way, what is the thing that you are looking for?{nl}I guess it's important since you don't say anything about it.{nl}	Tetapi apakah yang sebenarnya kamu cari?{nl} Melihat kamu tidak berbicara apapun, sepertinya itu sesuatu yang penting ya?{nl}
QUEST_LV_0200_20151015_009205	Anyway, let's go deeper inside.{nl}You should tell me later. Okay?	Ayo cari lebih dalam.{nl}Kamu harus memberitahuku nanti. Okay?
QUEST_LV_0200_20151015_009206	Did you find something special from the demons?{nl}	Apakah kamu menemukan sesuatu yang unik dari Demon?{nl}
QUEST_LV_0200_20151015_009207	What? There isn't anything?	Apa, Tidak ada?
QUEST_LV_0200_20151015_009208	Revelator. {nl}After Medzio Diena, Vakarine's power has become weak, so we have to protect her.	Savior. {nl}Setelah Medzio Diena, kekuatan Vakarine telah melemah, jadi kita harus melindunginya.
QUEST_LV_0200_20151015_009209	This is not the world of the humans nor the world of demons, but another space of Vakarine...{nl}We have imprisoned the demons inside this prison who are evil to the world.{nl}	Ini bukan dunia manusia ataupun dunia demon, tapi dimensi lain Vakarine..{nl}Kita telah menahan demon di dalam penjara ini yang merusak dunia.{nl}
QUEST_LV_0200_20151015_009210	However, after Medzio Diena, Vakarine didn't have the power left to maintain this space.{nl}As you can see, this space is gradually collapsing and the dimensional crack is getting wider.{nl}	Namun, setelah Medzio Diena, Vakarine tidak punya kekuatan untuk mempertahankan tempat ini.{nl} Seperti yang bisa kamu lihat, tempat ini perlahan runtuh dan pecahan dimensi mulai membesar.{nl}
QUEST_LV_0200_20151015_009211	The Demon Lords who are locked in this prison are trying to escape here.{nl}Other demons who came here through the dimensional crack are joining them as well.{nl}	Demon Lord yang terkunci di penjara ini mencoba kabur.{nl}Demon lain yang datang ke sini melalui pecahan dimensi juga bergabung dengan mereka.{nl}
QUEST_LV_0200_20151015_009212	Vakarine desperately needs your help.{nl}Please help us with your strength to defeat the demons at this prison.	Vakarine sangat membutuhkan bantuanmu.{nl}Bantu kami dengan kekuatanmu untuk mengalahkan demon di penjara ini.
QUEST_LV_0200_20151015_009213	Please first stop the demons that are trying to release the Demon Lord Blut that is locked here.	Bantu hentikan demon yang mencoba melepaskan Demon Lord Blut yang terkunci disini.
QUEST_LV_0200_20151015_009214	Demon Lord Blut's servants are trying to help him escape here. {nl}Hauberk's help will be useful this time.	Pembantu Demon Lord Blut mencoba membantu melepaskannya dari sini. {nl}Bantuan Hauberk akan sangat membantu saat ini.
QUEST_LV_0200_20151015_009215	Right now, Kupole Zydrone is holding down Blut. {nl}But since Vakarine's power has waned after Medzio Diena, we are not like what we were before.{nl}	Saat ini, Kupole Zydrone sedang menahan Blut. {nl}Tapi karena kekuatan Vakarine telah menyusut setelah Medzio Diena, kita berbeda dari sebelumnya.{nl}
QUEST_LV_0200_20151015_009216	Fortunately, Blut hasn't been completely freed yet...{nl}However, we don't know how much longer we can endure by ourselves.{nl}	Untungnya, Blut belum benar-benar bebas...{nl}Namun, kita tidak tahu berapa lama kita bisa menahannya lagi.{nl}
QUEST_LV_0200_20151015_009217	We have to somehow weaken the power of the Demon Lord Blut.{nl}I am sure his allies set the camp near Bjaurer Hideout.{nl}Please get the mark of Blut that they hold.	Bagaimanapun caranya kita harus melemahkan kekuatan Demon Lord Blut.{nl}Aku yakin sekutunya mendirikan camp dekat Bjaurer Hideout.{nl}Bantu ambilkan tanda Blut yang mereka pegang.
QUEST_LV_0200_20151015_009218	Our original duty was to supervise and manage the prison.{nl}But... now, we are trying our best to just hold back the demons. {nl}No matter what it takes.	Tugas awal kita adalah mengawasi dan mengatus penjara.{nl}Tapi... Sekarang, kami mencoba sebaik mungkin untuk menahan para demon. {nl}Apapun resikonya.
QUEST_LV_0200_20151015_009219	So you are the one who Vakarine talked about.{nl}Well done. Everything will be done with goddess' will.	Jadi kamu yang dibicarakan Vakarine.{nl}Bagus. Semuanya akan selesai dengan keinginan Goddess.
QUEST_LV_0200_20151015_009220	We've locked Blut across this barrier.{nl}	Blut dikunci dibelakang dinding ini. {nl}Sekarang, kita harus meruntuhkannya. Kamu siap?
QUEST_LV_0200_20151015_009221	No demon besides Blut knows more about Vakarine's weakening than we do.{nl}Blut is not completely freed yet, so we now have an opportunity to get rid of him.{nl}	Tidak ada demon selain Blut yang lebih tahu tentang kebangkitan Vakarine selain kita.{nl}Blut belum benar-benar bebas, jadi sekarang kita punya kesempatan untuk menyingkirkannya.{nl}
QUEST_LV_0200_20151015_009222	But, if we don't defeat Blut quickly, this barrier will collapse soon.{nl}Let's defeat him at once. Are you ready?{nl}	Tapi, kita tidak segera mengalahkan Blut, penghalang ini akan segera runtuh.{nl}Ayo kalahkan dia. Kamu siap?{nl}
QUEST_LV_0200_20151015_009223	We were able to defeat Blut because of you.{nl}You brought us hope.{nl}	Kami bisa mengalahkan Blut karena kamu.{nl}Kamu memberikan kami harapan.{nl}
QUEST_LV_0200_20151015_009224	As you know, Vakarine's power is... really weak at the moment.{nl}If we had not defeated Blut here, we might not have been able to continue protecting Vakarine.{nl}	Seperti yang kamu tahu, kekuatan Vakarine... Benar-benar lemah saat ini.{nl}Jika kita tidak mengalahkan Blut ini, kita mungkin tidak bisa melanjurkan melindungi Vakarine.{nl}
QUEST_LV_0200_20151015_009225	Alright. Please go to the 2nd District of the Prison.{nl}To defeat the next Demon Lord, I am sure Kupole Arune has prepared something.	Baiklah. Pergilah ke 2nd District of the Prison.{nl}Untuk  mengalahkan Demon Lord selanjutnya, aku yakin Kupole Arune telah menyiapkan sesuatu.
QUEST_LV_0200_20151015_009226	The demons that lost Blut are causing a rampage. {nl}If they escape to the outside world, it will be a great disaster.	Demon yang kehilangan Blut menyebabkan kekacauan. {nl}Jika mereka kabur ke dunia luar, akan terjadi bencana besar.
QUEST_LV_0200_20151015_009227	The barrier is gradually collapsing.{nl}I don't know what would happen even if we defeated the demons...	Penghalang perlahan runtuh.{nl}Aku tidak tahu apa yang akan terjadi walaupun jika kita mengalahkan demon...
QUEST_LV_0200_20151015_009228	Good work. {nl}It's a relief that those demons did not notice the weakening of the crack to the outside world.	Kerja bagus. {nl}Melegakan demon itu tidak mengetahui melemahnya retakan ke dunia luar.
QUEST_LV_0200_20151015_009229	Human exploration teams came in from the outside world in the past. {nl}Unfortunately, they all died before we could do anything. {nl}	Dulu Tim eksplorasi manusia datang dari dunia luar. {nl}Sayangnya, mereka semua mati sbeleum kita bisa berbuat. {nl}
QUEST_LV_0200_20151015_009230	Humans should not ever come here.	Manusia seharusnya tidak datang kesini.
QUEST_LV_0200_20151015_009231	So you are the Revelator Vakarine talked about. {nl}It is great that you aren't late.{nl}	Jadi kamu Savior yang Vakarine bicarakan. {nl}Untung kamu tidak telat.{nl}
QUEST_LV_0200_20151015_009232	The Demon Lord Nuaele's power is weakening the prison at an alarming rate.{nl}However, we Kupoles have no way to stop Nuaele now.{nl}	Kekuatan Demon Lord Nuaele melemahkan penjara pada situasi berbahaya.{nl}Namun, kita Kupoles tidak punya cara untuk menghentikan Nuaele sekarang.{nl}
QUEST_LV_0200_20151015_009233	Also, Kupole Aldona told me that she couldn't just wait for the Revelator...{nl}Without the time for persuasion, she went after Nuaele.	Kupole Aldona juga memberitahuku bahwa dia tidak bisa menunggu untuk Savior..{nl}Belum sempat membujuk, dia pergi ke Nuaele.
QUEST_LV_0200_20151015_009234	Please stop the demons that are coming here through the dimensional crack.{nl}If you could stop them before they join Nuaele, it will be great help to the safety of Aldona.	Bantu hentikan demon yang datang  melalui dimensional crack.{nl}Jika kamu bisa menghentikan mereka sebelum mereka bergabung Nuaele, akan sangat membantu mengamankan Aldona.
QUEST_LV_0200_20151015_009235	Goddess.{nl}I hope nothing has happened to Aldona...	Goddess.{nl}Semoga tidak terjadi apa-apa ke Aldona..
QUEST_LV_0200_20151015_009236	With her forces diminished, Nuaele's power should be weakened.{nl}Before anything happens to Aldona, I will tell you what to do next.	Dengan hancurnya kekuatannya, kekuatan Nuaele bisa melemah.{nl}Sebelum sesuatu terjadi pada Aldona, aku akan beritahu langkah selanjutnya.
QUEST_LV_0200_20151015_009237	Nuaele is difficult to face head-on with only us.{nl}But Nuaele wasn't always that strong.{nl}	Nuaele sulit dihadapi sendirian.{nl}Tapi Nuaele tidak selalu sekuat itu.{nl}
QUEST_LV_0200_20151015_009238	Nuaele became stronger only after obtaining the pieces of Hauberk's seal. {nl}Hauberk's servants who lost their master started to follow her since she had the pieces of the seal{nl}	Nuaele menjadi lebih kuat hanya setelah mendapatkan potongan segel Hauberk. {nl}Pengikut Hauberk yang kehilangan masternya mulai mengikutinya sejak dia mempunyai potongan segel{nl}
QUEST_LV_0200_20151015_009239	Since then, Nuales started wielding her new mighty power,{nl}To Hauberk, she is like a traitor.{nl}	Sejak itu, Nuale mulai menggunakan kekuatan besarnya,{nl}Bagi Hauberk, dia seperti pengkhianat.{nl}
QUEST_LV_0200_20151015_009240	Knowing that, there should be a way to increase Hauberk's power.{nl} It's not a bad idea from Hauberk's point-of-view either.	Mengetahui itu, seharusnya ada cara untuk  meningkatkan kekuatan Hauberk.{nl} Bukan ide yang buruk dari pandangan Hauberk.
QUEST_LV_0200_20151015_009241	Please go to the 2nd Isolation Area. {nl}I am sure Hauberk's former servants are gathered there.	Pergilah ke 2nd Isolation Area. {nl}Aku yakin pembantu Hauberk sebelumnya berkumpul disana.
QUEST_LV_0200_20151015_009242	I am sure the Demon Lord Nuaele is aware of this now.{nl}That the power of the others is not hers to keep.	Aku yakin Demon Lord Nuaele tahu tentang hal ini.{nl}Bahwa kekuatan orang lain bukan haknya.
QUEST_LV_0200_20151015_009243	Hmm... there's something that's been bugging me.{nl} When Nuaele collected power, she could've tried escaping immediately.{nl}	Hmm... Ada sesuatu yang menggangguku.{nl} Saat Nuaele mengumpulkan kekuatan, dia bisa mencoba kabur.{nl}
QUEST_LV_0200_20151015_009244	But, it seems that Nuaele is waiting for something.{nl}We should find out what she is planning.{nl}{nl}	Tapi, sepertinya Nuaele menunggu sesuatu.{nl}Kita harus tahu apa rencananya.{nl}{nl}
QUEST_LV_0200_20151015_009245	Please interrogate the servants of Nuaele.{nl}Since Hauberk is also a demon, it will be easy to read their minds.{nl}It becomes even easier when they are in their spirit form.	Interogasi pembantu Nuaele.{nl}karena Hauberk juga demon, akan lebih mudah membaca pikiran mereka.{nl}Akan menjadi lebih mudah saat mereka dalam bentuk ruh.
QUEST_LV_0200_20151015_009246	It seems she's planned to make this prison her world from the beginning. {nl}If her plans succeed, even if Goddess Vakarine powers were restored, it would not be enough.	Sepertinya dia merencanakan membuat penjara ini dunianya sejak awal. {nl}jika rencananya berhasil,bahkan kekuatan Goddess Vakarine pulih, tidak akan sulit.
QUEST_LV_0200_20151015_009247	Now, please meet with Aldona. {nl}She will take you to Nuaele's territory.	Sekarang, temui Aldona. {nl}Dia akan membawamu ke wilayah Nuale.
QUEST_LV_0200_20151015_009248	Goddess Vakarine is waiting for you at the District 3.{nl}But, I feel somewhat uneasy since she is so stubborn.	Goddess Vakarine menunggumu di 3rd District.{nl}tapi, aku merasa tidak akan mudah karena dia keras kepala.
QUEST_LV_0200_20151015_009249	In the past, she told us that she couldn't just not do anything, even if her power was weakened.{nl}We barely managed to persuade her.{nl} 	Di masa lalu, dia bilang dia tidak bisa melakukan apapun, walaupun kekuatannya melemah.{nl}Kita hampir berhasil membujuknya.{nl} 
QUEST_LV_0200_20151015_009250	To prevent something from happening to Vakarine, please move to the District 3 as quickly as possible.{nl}	Untuk mencegah sesuatu terjadi pada Vakarine, pindahlah ke 3rd District secepatnya.{nl}
QUEST_LV_0200_20151015_009251	The dimensional crack and the Demon Lords... they were inevitable.{nl}I could feel my power becoming weaker after Medzio Diena and I had to find some way.{nl}	dimensional crack dan Demon Lord.. Mereka tak terelakkan.{nl}Aku  bisa merasakan kekuatanku melemah setelah Medzio Diena dan aku harus menemukan sesuatu.{nl}
QUEST_LV_0200_20151015_009252	I have given my Dionys great power that should not be stolen by the Demon Lord.{nl}But, that power was so strong, it started to control Dionys...{nl}	Aku sudah memberikan Dionys kekuatan besar yang seharusnya tidak diambil oleh Demon Lord.{nl}Tapi, kekuatan itu terlalu kuat, mulai mengendalikan Dionys..{nl}
QUEST_LV_0200_20151015_009253	I cannot tell you details about that power at this moment.{nl}But, please just know that this power that is controlling Dionys is the only way to close the dimensional crack.{nl}	Aku tidak bisa memberitahu detailnya tentang kekuatannya saat ini.{nl}Tapi, ketahui saja bahwa kekuatan ini mengendalikan Dionys satu-satunya cara untuk  menutup dimensional crack.{nl}
QUEST_LV_0200_20151015_009254	Please complete the Evening Star Key with Kupole Zydrone.{nl}With the Evening Star Key, Dionys could regain his control back over that power.	Selesaikan Key of the Night Star dengan Kupole Zydrone.{nl}Dengan Key of the Night Star, Dionys bisa mendapatkan kembali kekuatannya mengatasi kekuatan itu.
QUEST_LV_0200_20151015_009255	Savior!{nl}I have been waiting for you. {nl}	Savior!{nl}Aku sudah menunggumu. {nl}
QUEST_LV_0200_20151015_009256	The strong power controlling Dionys' ego was to never fall into the hands of the demons.{nl}Not to mention Dionys is like a powerful guardian to Vakarine.{nl}	Kekuatan kuat mengendalikan ego Dionys tidak pernah jatuh ke tangan demon.{nl}Belum lagi Dionys seperti guardian kuat bagi Vakarine.{nl}
QUEST_LV_0200_20151015_009257	But, it was important to stop the demons...{nl}She had no choice, but to make a heart-aching decision.	Tapi, penting untuk menghentikan demon..{nl}Dia tidak punya pilihan, selain membuat keputusan menyakitkan.
QUEST_LV_0200_20151015_009258	We have decided to seal Dionys and its power until the prison regains stability...{nl}	Kita harus memutuskan mensegel Dionys dan kekuatannya sampai penjara kembali normal..{nl}
QUEST_LV_0200_20151015_009259	We don't know what that power is exactly.{nl}But, we know that it can be used to close the dimensional crack and should not be taken away.{nl}	Kita tidak tahu kekuatan apa sebenarnya.{nl}Tapi, kita tahu bisa digunakan untuk menutup dimensional crack dan seharusnya tidak diambil.{nl}
QUEST_LV_0200_20151015_009260	Fortunately, we could detach that power if we put holy power into the Evening Star Key.{nl}Are you ready?	Untungnya, kita bisa menyatukan kekuatan itu jika kita meletakkan kekuatan suci ke dalam Key of the Night Star.{nl}kamu siap?
QUEST_LV_0200_20151015_009261	Dionys is the guardian whom Vakarine most adores.{nl}She reluctantly sealed the strong power to Dionys and fell into the deep sadness...	Dionys adalah guardian yang sangat dikagumi Vakarine.{nl}Dia tidak mau mensegel kekuatan kuat ke Dionys dan menjadi sangat sedih..
QUEST_LV_0200_20151015_009262	Now go to Oruarma Cathedral. {nl}Protect me from the demons while I focus the goddess' power into the Evening Star Key.	Sekarang pergi ke Oruarma Cathedral. {nl}Lindungi aku dari para demon saat aku  fokus kekuatan Goddess ke dalam Key of the Night Star.
QUEST_LV_0200_20151015_009263	Here. Please give this key to Kupole Aldona. {nl}She must be holding down Dionys now. Please hurry.	Ini. Tolong berikan kunci ini ke Kupole Aldona. {nl}Dia pasti sedang menahan Dionys sekarang. Kumohon cepatlah.
QUEST_LV_0200_20151015_009264	You are not too late!{nl}Let's release the power of the Evening Star Key.{nl}	Kamu belum terlambat!{nl}Mari kita lepaskan kekuatan dari Key of the Night Star.{nl}
QUEST_LV_0200_20151015_009265	When you unleash the seal, the power that is held in the key will be collected to this magic suppressor.{nl}I want you to release the seals at Rearda, Kasa, and Rada.	Saat kamu melepaskan segel , kekuatan yang ada di kunci itu akan terkumpul di magic suppressor ini.{nl}Aku ingin kamu melepaskan sealnya di Rearda, Kasa, and Rada.
QUEST_LV_0200_20151015_009266	Dionys is not someone we can face against.{nl}Even Vakarine in her old days would not be able to do anything.	Dionys bukan seseorang yang mampu kita lawan.{nl}Bahkan Vakarin tidak dapat melakukan apapun.
QUEST_LV_0200_20151015_009267	The power of the Evening Star Key is accumulating in the magic suppressor.{nl}We are all ready and there's plenty of time.	Kekuatan dari Key of the Night Star sudah terkumpul di magic suppressor.{nl}Kita semua sudah siap dan memiliki waktu yang banyak.
QUEST_LV_0200_20151015_009268	We are going to detach the power from Dionys now.{nl}If we fail, it would be as if tens of Demon Lords were let loose.{nl}	Kita akan melepaskan semua kekuatan itu ke Dionys sekarang.{nl}Jika kita gagal, sama saja kita telah melepaskan salah satu dari sepuluh Demon Lords .{nl}
QUEST_LV_0200_20151015_009269	As such, we need to approach this with caution. {nl}Let me know when you are ready.	Sepertinya, kita harus menghadapi resiko semacam ini. {nl}Beritahu aku jika kamu sudah siap.
QUEST_LV_0200_20151015_009270	Hauberk fled towards District 4, which is under Daiva's watch. {nl}First, you should return to Vakarine. I will look for Dionys.	Hauberk terbang menuju 4th District, tempat di bawah pengawasam Daiva. {nl}Pertama-tama, kamu harus kembali ke Vakarine. Aku akan mencari Dionys.
QUEST_LV_0200_20151015_009271	Savior. {nl}The time has come for you to know the truth.{nl}The power which I gave to Dionys is called the Chain of Reversion.{nl}	Savior. {nl}Sudah waktunya kamu untuk mengetahui kebenarannya.{nl}Kekuatan yang aku berikan ke Dionys adalah Chain of Reversion.{nl}
QUEST_LV_0200_20151015_009272	The Chain of Reversion is the wonder that connects every boundary of anything...{nl}Hauberk probably wants to use the Chain of Reversion to restitch his spirit together.{nl}	Chain of Reversion adalah kekuatan yang dapat menyambung semua batasan apapun..{nl}Hauberk mungkin ingin menggunakan Chain of Reversion untuk menyatukan jiwanya kembali.{nl}
QUEST_LV_0200_20151015_009273	However, Hauberk too is the key to closing the dimensional crack.{nl}The reason why I left him the way he was, was to store power for the key's functions.{nl}	Bagaimanapun juga, Hauberk juga memegang kunci untuk menutup dimensional crack.{nl}Alasan aku meninggalkannya seperti itu karena, untuk menyimpan kekuatan agar kunci dapat digunakan kembali.{nl}
QUEST_LV_0200_20151015_009274	Hauberk hasn't accumulated all of his spirit yet, so he wouldn't be hard to face against.{nl}Catch him again and close the dimensional crack with the Chain of Reversion.{nl}	Sampai saat ini Hauberk masih belum mengumpulkan seluruh jiwanya, jadi dia tidak akan terlalu sulit untuk dilawan.{nl}Temukan dan tutup dimensional crack menggunakan Chain of Reversion.{nl}
QUEST_LV_0200_20151015_009275	The District 4 which he ran away to is like a maze. {nl}Kupole Daiva and you would be able to follow him though.	4th District tempat dimana dia melarikan diri adalah tempat seperti labirin. {nl}Kupole Daiva dan kamu pasti akan dapat mengikutinya.
QUEST_LV_0200_20151015_009276	How could Vakarine let Hauberk go on a rampage like that...{nl}Well, I guess she must have a reason for that?	Bagaimana bisa Vakarine membiatkan Hauberk mengamuk seperti itu..{nl}Yah, tampaknya dia memiliki alasan melakukan itu?
QUEST_LV_0200_20151015_009277	The Oruarma Cathedral is where the goddess recovers her powers. {nl}That is why it should always be safe from the demons. Thank you very much.	Oruarma Cathedral adalah tempat dimana Goddess memulihkan kekuatannya. {nl}Oleh karena itu tempat yang paling aman dari para demon. Terima kasih banyak.
QUEST_LV_0200_20151015_009278	Please collect the pieces of the Mark of Star that are scattered near Rada Seal.{nl}It will help the goddess recover her powers.	Kumpulkanlah bagian dari  Mark of Star yang tersebar di dekat Rada Seal.{nl}Ini akan sangat membantu mengembalikan kekuatan Goddess.
QUEST_LV_0200_20151015_009279	Thanks. {nl}If Vakarine recovers, then Dionys should also recover.	Terima Kasih. {nl}Jika Vakarine telah pulih, maka Dionys juga seharusnya sudah pulih.
QUEST_LV_0200_20151015_009280	So you've come, Savior.{nl}Fortunately, Hauberk seems to be not focused on leaving this place through the dimensional crack.{nl}That means he is not complete yet enough to go out through the dimensional crack.{nl}	Jadi kamu datang juga, Savior.{nl}Sepertinya, Hauberk terlihat tidak terlalu fokus dalam meninggalkan tempat ini melalui dimensional crack.{nl}Itu artinya dia belum dapat keluar sepenuhnya dari dimensional crack.{nl}
QUEST_LV_0200_20151015_009281	I think...{nl}What if he wanted to escape without going through the dimensional crack you came here with...{nl}You should look for the crack which has been weakened due to the collapse.{nl}	Menurutku..{nl}Bagaimana jika dia ingin keluar tanpa harus melalui dimensional crack yang sama denganmu saat datang kesini..{nl}Kamu harus mencari pecahan yang telah melemah disebabkan keruntuhan ini.{nl}
QUEST_LV_0200_20151015_009282	The weakest part now is at Nebilau Broken District, so he probably went there.{nl}Please follow him, I will prepare the next step while you do so.	Bagian yang paling lemah berada di  Nebilau Broken District, kemungkinan dia pergi kesana.{nl}Ikuti dia, Aku akan mempersiapkan rencana selanjutnya sementara kamu mengikutinya.
QUEST_LV_0200_20151015_009283	Even if Hauberk does something, it can only be inside the prison.{nl}Hauberk could never run away.	Walaupun Hauberk melakukan sesuatu, hanya bisa dilakukan dari dalam penjara.{nl}Hauberk tidak akan dapat melarikan diri.
QUEST_LV_0200_20151015_009284	With this Night Star Spectral Orb, we can easily find Hauberk.{nl}If Hauberk gives up and tries to run away, I will do my best to block it. {nl}	Dengan Night Star Spectral Orb, kita dapat dengan mudah menemukan Hauberk.{nl}Jika  Hauberk menyerah dan mencoba melarikan diri, Aku akan berusaha sekuat mungkin untuk menghalanginya. {nl}
QUEST_LV_0200_20151015_009285	I won't be able to stop Hauberk completely, but...{nl}I will try to buy as much time as possible for the Savior.	Aku tidak dapat menghentikan Hauberk sepenuhnya, tapi...{nl}Aku akan mencoba mengulur waktu selama mungkin untuk para Savior.
QUEST_LV_0200_20151015_009286	If Hauberk gives up and tries to run away, I will do my best to stop him. {nl}	Jika Hauberk menyerah dan mencoba melarikan diri, Aku akan berusaha semampu diriku menghentikannya. {nl}
QUEST_LV_0200_20151015_009287	I won't be able to stop Hauberk completely, but...{nl}I will try to buy as much time as possible for the Savior.	Aku tidak dapat menghentikan Hauberk sepenuhnya, tapi...{nl}Aku akan mencoba mengulur waktu selama mungkin untuk para Savior.
QUEST_LV_0200_20151015_009288	Fortunately, he did not come to my side and he moved as I thought.{nl}With the Savior's power, we can surely catch him.	Beruntungnya, dia tidak datang ke tempatku dan dia hanya pergi sesuai dengan dugaanku.{nl}Dengan kekuatan Savior, kita pasti akan bisa menangkapnya.
QUEST_LV_0200_20151015_009289	It was a success!{nl}If Hauberk can think straight, he should know he has no time to waste defeating Sigita.{nl}At least, let's hope that's the case.	Ini berhasil!{nl}Jika Hauberk dapat berpikir dengan tenang, seharusnya dia tahu kalau dia tidak perlu membuang waktu mengalahkan Sigita.{nl}At least, Semoga seperti itu kondisinya.
QUEST_LV_0200_20151015_009290	There is only one way out from here.{nl}It will our great chance to catch Hauberk.{nl}	Hanya ada satu jalan keluar dari sini.{nl}Akan menjadi kesempatan besar untuk menangkap Hauberk.{nl}
