QUEST_LV_0100_20150317_000001	Sentinel	Sentinel
QUEST_LV_0100_20160218_010925	Great King Zachariel built this mausoleum to hide the secret.{nl}Peculiar, isn't it? A huge construct like this is far from inconspicuous...	Great King Zachariel membangun pemakaman ini untuk menyembunyikan suatu rahasia. {nl} Peculiar, bukan? Sebuah bangunan besar yang cukup jauh dari Inconspicuous..
QUEST_LV_0100_20160218_010926	Well, it's no big issue.{nl}Everything has a reason for it.{nl}	Baiklah, ini bukan masalah besar. {nl} Semuanya memiliki penjelasannya.{nl}
QUEST_LV_0100_20160218_010927	The Royal Mausoleum must contain a secret bigger than we could possibly imagine.{nl}The next epitaph is at Serno Highland. Let's go.	Royal Mausoleum mengandung sebuah rahasia besar dari yang kita bayangkan. {nl} Batu nisan berikutnya berada di Shirnas Highlang. Bergegaslah.
QUEST_LV_0100_20160218_010928	As Laulas' injury are severe, I'm here in his stead.{nl}The seal is released, what exactly happened here?{nl}	Aulas mengalami cidera yang cukup parah, Aku mengantikannya disini. {nl} Segel dilepaskan, apa yang sebenarnya terjadi disini? {nl}
QUEST_LV_0100_20160218_010929	Anyhow, the altars here are one of the{nl}Royal Mausoleum's various defenses built to ward off intruders.{nl} Despite being built a long time ago, they have never been reactivated as no one knew the way to do so.	Apapun permasalahannya, Altar yang berada disini merupakan salah satu pertahanan Royal Mausoleum yang dibangun untuk melawan para penyusup. {nl} Seharusnya, bagaimanapun juga segel pada Rukas Plateau adalah jawabannya. {nl} Altar tidak berfungsi bila telah dihancurkan, tapi kita bisa mengaktifkannya sebelum dihancurkan. {nl}
QUEST_LV_0100_20160218_010930	The seal at Rukas Plateau could be the answer.{nl}The altar won't function if it gets destroyed, but if we can activate it before then.{nl}	Namun terdapat jawaban pada segel di Lukas Monastery.{nl} Walaupun aku tidak dapat menjalankan tugas dengan baik, karena altar yang hancur, seharusnya bisa diaktifkan sebelum itu terjadi.{nl}
QUEST_LV_0100_20160218_010931	Although I don't know what Rexipher is trying to do.{nl}It sure can prevent him from doing it.	Walaupun aku tidak mengetahui apa yang Rexipher coba lakukan. {nl} Hal ini dapat mencegahnya untuk melakukan hal tersebut.
QUEST_LV_0100_20160218_010932	He is the traitor of the Kadumel Era and the owner of the Fortress of the Land.{nl}He was branded as the best swordsman even when he was young, {nl}and he had many people following him.	Dia adalah penghianat dari Era Kadumel dan Penguasa Fortress Land. {nl} Dia dikenal sebagai Swordsman terbaik ketika dia berusia muda, {nl} serta dia juga memiliki banyak pengikut.
QUEST_LV_0100_20160218_010933	Are you hurt?{nl}I heard the sound of Honeypin's webs, but I am relieved to see you are okay.	Apakah kamu terluka ? {nl} Aku mendengar suara Honeypin's Webs, tapi aku merasa lega telah melihatmu dalam keadaan baik-baik saja.
QUEST_LV_0100_20160218_010934	Trusting Laima's words, I have been fighting the Demon Lord Bramble, {nl}who tried to take over the revelation. {nl}I have fought with it night and day to be able to hand the revelation to you. {nl}	Percayalah perkataan Laima's, Aku telah berperang melawan Demon Lord Bramble, {nl} Siapa yang mencoba mengambil alih Revelation. {nl} Aku telah bertempur sekuat tenaga untuk menyerahkan Revelation ini kepadamu. {nl}
QUEST_LV_0100_20160218_010935	All of this was because of our pride...{nl}For we did not listen to what Laima said, unfortunately...{nl}	Semua ini terjadi karena kesombongan kita.. {nl} Kita tidak mau mendengarkan perkataan yang telah Laima sampaikan, menyedihkan..{nl}
QUEST_LV_0100_20160218_010936	But, ultimately, Medzio Diena, that the demons caused broke the balance of power.{nl}The goddesses lost most of their strength since that day.	Namun pada akhirnya Medzio Diena, ini diakibatkan oleh para demon yang telah merusak keseimbangan kekuatan. {nl} Para Goddess merasakan hilangnya kekuatan mereka semenjak kejadian itu.
QUEST_LV_0100_20160218_010937	You better escape as well.{nl}The place is full of demons.{nl}	Sebaiknya kamu melarikan diri. {nl} Tempat ini penuh dengan para Demon. {nl}
QUEST_LV_0100_20160218_010938	Just moments ago, the demons were controlling the monsters in the Bastymosi Field.	Beberapa saat yang lalu, para Demon menguasai kawanan monster di Bastytis Field.
QUEST_LV_0100_20160218_010939	I don't know how strong you are, for you to do such a dangerous thing...{nl}I am not moving an inch from this very spot. If you wanna go, go alone.{nl}	Aku tidak mengetahui betapa kuatnya dirimu, untuk melakukan hal yang paling berbahaya.. {nl} Aku tidak bergerak sedikitpun dari tempat ini. Jika kamu ingin pergi, pergilah sendiri. {nl}
QUEST_LV_0100_20160218_010940	From the Delmore Castle, I have been chased by the demons.{nl}I refuse to be in the same situation ever again.	Aku telah diburu oleh para demon dari Delmore Castle. {nl} Aku tidak ingin mengalami situasi yang sama kembali.
QUEST_LV_0100_20160218_010941	Thank you. Thank you so much.{nl}If I went under demon's control, what could have happened to those poor souls...	Terima kasih, oh terima kasih banyak. {nl} Jika aku pergi dibawah pengaruh demon, apa yang bisa terjadi pada jiwa-jiwa yang malang ini…
QUEST_LV_0100_20160218_010942	The light bead you saw is actually... a human soul.{nl}No memory and will of its own. A soul in its purest form. An essence of a soul.{nl}	Titik cahaya yang kamu lihat adalah benar.. merupakan Human Soul. {nl} Tanpa ingatan dan keinginan. Sebuah jiwa yang dimurnikan dari sebuah Essence of Soul. {nl}
QUEST_LV_0100_20160218_010943	These must be those who have lived around here...{nl}Even if they all got perished by the demons, it is a very strange that they become such pure souls.{nl}	Ini seharusnya orang-orang yang pernah tinggal disekitar sini..{nl} Meskipun mereka telah dibunuh oleh para demon, ini sangat aneh karena mereka menjadi jiwa-jiwa murni seperti ini. {nl}
QUEST_LV_0100_20160218_010944	There must be a tomb of an unknown soldier here somewhere...{nl}The will of the Guide Owl will help you find the fragments of the ruined Karolis Altar.	Harusnya terdapat sebuah Tomb of an unknown Soldier disuatu tempat..{nl} Guide Owl akan membantumu menemukan Fragments of the Ruined Karolis Altar.
QUEST_LV_0100_20160218_010945	I should not have held my hopes up too high...{nl}Restored Karolis Altar was not enough to fully revive the forest.{nl}	Aku seharusnya tidak berharap terlalu tinggi..{nl} Dipulihkannya Karolis Altar tidak cukup untuk mengembalikan kondisi Forest. {nl}
QUEST_LV_0100_20160218_010946	The Altar of the Forest needs to be revived as well.{nl}	Forest Altar harus dihidupkan kembali. {nl}
QUEST_LV_0100_20160218_010947	Ah, the Altar of the Forest is located near the pond across there.{nl}It spreads Karolis Lights throughout the forest.{nl}	Ah, Forest Altar dekat dengan kolam yang terletak di seberang sana. {nl} Ini akan menyebarkan Karolis Lights keseluruh hutan. {nl}
QUEST_LV_0100_20160218_010948	The lights are almost all out...{nl}If you can reignite them the power of the altar will spread out!	Cahayanya hampir terpancar keluar..{nl} Jika kamu dapat menyalakan kekuatan Altar maka akan kembali menyebar!
QUEST_LV_0100_20160218_010949	The tower that has been controlling the owls is filled with very malicous energy.{nl}Even you should not touch it without any precaution.{nl}	Tower itu telah mengendalikan Owls yang dipenuhi dengan energi yang sangat berbahaya. {nl} Bahkan kamu tidak perlu menyentuhnya meskipun dapat dicegah. {nl}
QUEST_LV_0100_20160218_010950	Now, use this power to blow the tower in the Duokliu Hall to the smithereens!	Sekarang, Gunakan kekuatan ini untuk meledakkan Tower di Duoklu Hall hingga hancur berkeping-keping.
QUEST_LV_0100_20160218_010951	You certainly are being lead by the goddess...{nl}I have that feeling.	Tentunya kamu diberikan petunjuk oleh Goddess..{nl} Aku merasakannya.
QUEST_LV_0100_20160218_010952	You've destroyed the Mind Control Tower as well?{nl}Now, peace will finally return.{nl}	Apakah kamu telah menghacurkan Mind Control Tower dengan baik? Kini, Perdamaian mulai tercipta kembali. {nl}
QUEST_LV_0100_20160218_010953	That's... that's a great relief.	Itu..itu adalah Relief yang..
QUEST_LV_0100_20160218_010954	Mardas is the one who escaped from the Delmore Castle.{nl}The souls we have seen before must be from there as well.{nl}	Mardas adalah seseorang yang berhasil melarikan diri dari Delmore Castle. {nl} Jiwa yang pernah kita lihat sebelumnya pasti berasal dari sana.
QUEST_LV_0100_20160218_010955	I have no idea why such atrocity has occurred in the Delmore Castle...{nl}These souls, as I have told you previously, do not possess any will of their own and memories.{nl}	Aku tidak tahu mengapa kekejaman seperti ini terjadi di Delmore Castle.Jiwa-jiwa ini, seperti yang aku katakan sebelumnya, mereka tidak memiliki memori dan keinginan apapun.
QUEST_LV_0100_20160218_010956	All that is left is the energy of a pure soul.{nl}This is definitely not an ordinary occurrence.{nl}	Semua yang tersisa adalah Energy of Pure Soul. {nl} Hal ini jelas bukanlah kejadian yang normal. {nl}
QUEST_LV_0100_20160218_010957	It seems some magical power is draining the lifeforce out of living humans to extract souls...{nl}I lived in this forest for many years but this is unheard of.{nl}	Sepertinya beberapa Magic Power akan menyerap kekuatan energi manusia untuk mengambil jiwa mereka...{nl} Aku telah tinggal di Forest selama bertahun-tahun tetapi belum pernah mendengarnya. {nl}
QUEST_LV_0100_20160218_010958	I have explained it to this man...{nl}The souls are being collected at the Lethas Spring and offered to the Divine Tree.{nl}The owls have sent the souls to that direction.{nl}	Aku telah menjelaskan kepada pria ini..{nl} Jiwa yang sedang dikumpulkan di Lethas Spring kemudian diserahkan pada Divine Tree. {nl} Owls akan mengirim jiwa ke arah tersebut. {nl}
QUEST_LV_0100_20160218_010959	At least we have to stop them.{nl}But Letas Stream has fallen into the hands of the demons.{nl}	Setidaknya kita harus mengentikan mereka. {nl} Tapi Letas Stream telah jatuh ke tangan para demon. {nl}
QUEST_LV_0100_20160218_010960	Could we ask you to help us a bit longer?{nl}You are our only hope....	Dapatkah kami meminta bantuanmu lebih lama lagi? Kamu adalah harapan kami satu-satunya..
QUEST_LV_0100_20160218_010961	Karolis Cradle is a spot enriched with the energy of the forest.{nl}Stand there and the energy will come to you.{nl}	Karolis Cradle merupakan tempat yang kaya akan Forest Energy. {nl} Berdirilah disini maka energi tersebut akan datang kepadamu. {nl}
QUEST_LV_0100_20160218_010962	As the energy concentration increases, it gets condensed and crystalized.{nl}Then take it to the Guide Owl.	Dengan meningkatnya Concentration Energy, Energi ini dapat menjadi padat dan mengkristal. {nl}Kemudian bawalah ini ke Guide Owl.
QUEST_LV_0100_20160218_010963	Ugh... What happened... Who are you?{nl}Did you save me?{nl}	Aduh.. Apa yang terjadi.. Siapa kamu? {nl}Apakah kamu menyelamatkan aku? {nl}
QUEST_LV_0100_20160218_010964	You have my utmost gratitude.{nl}Right before I lost consciousness, I saw the image of a goddess, it must have been you...	Aku bersyukur sekali. {nl} Sebelumnya aku kehilangan kesadaran, saya melihat Goddess, pastilah itu kamu …
QUEST_LV_0100_20160218_010965	Wha...? You already had it on you?{nl}That is great news. Bring it to the upper side of Atmesti Uphill and sprinkle the energy around.{nl}	Ap..a ? Kamu telah memilikinya? Itu terdengar sangat bagus. Bawalah ke sisi atas Amesti Uphill dan memercikan energi disekitarnya. {nl}
QUEST_LV_0100_20160218_010966	I believe that utilizing the malicious force of the monsters would be a good idea. {nl}Use it on monsters to purify their energies and absorb them.	Aku percaya bahwa dengan menggunakan kekuatan jahat dari monster akan menjadi ide yang menarik. {nl} Gunakan ini pada monster untuk memurnikan energinya dan menyerap mereka.
QUEST_LV_0100_20160218_010967	By talking with the Chief Owl Sculpture, I got the feeling we could work this out.{nl}The demons are using the evil energy to corrupt Letas Stream and to trap souls.{nl}	Dengan membicarakannya kepada Chief Owl Sculpture, aku memiliki perasaan bahwa kita dapat menyelesaikan pekerjaan ini. {nl} Para demon menggunakan energi jahat untuk merusak Letas Steam dan menjebak jiwa-jiwa. {nl}
QUEST_LV_0100_20160218_010968	You will find the evil energy concentrated on the Svaigulys Hill.{nl}Set up Namott of Suppression around it to remove the evil energy.	Kamu akan menemukan energi jahat dengan memfokuskan pencarian di Svaigul Hill. {nl}Aturlah Suppression Namott disekitarnya untuk menghapus energi jahat tersebut.
QUEST_LV_0100_20160218_010969	Our priority is stopping the spot where the energy of the forest is getting drained.{nl}The spot is on the Senyvas Yard.	Menghentikan titik dimana Forest Energy semakin menipis merupakah hal terpenting yang harus dilakukan. {nl}Tempat ini berada di Sevyni Yard.
QUEST_LV_0100_20160218_010970	The surveillance spheres are guarding Senyvas Yard, {nl}but without the Black Spirit, the demons' installation will weaken. {nl}Approaching it won't be easy.{nl}	Tanpa Black Spirit, Demon Installation akan kembali melemah. {nl} Tapi Surveilance Spheres akan menjaga Sevyni Yard. {nl} Mendekatinya tidak akan menjadi Cake Walk. {nl}
QUEST_LV_0100_20160218_010971	It's rather risky but... I want you to infiltrate the place without getting {nl}detected by the surveillance spheres spinning around the Surveillance Eyes.{nl}At the end of the path, there is a magic circle managing those eyes.{nl}	Ini cukup beresiko tetapi..aku menginginkanmu untuk menyusup ke tempat tersebut tanpa {nl} diketahui oleh Surveillance Spheres disekitar Surveillance Eyes. {nl} Diujung jalan, terdapat sebuah Magic Circle yang mengatur keduanya.
QUEST_LV_0100_20160218_010972	If the magic circle is disabled, the surveilance spheres might be disabled with it as well.	Jika Magic Circle dinonaktifkan, maka Surveilance Spheres akan dinonaktifkan bersama dengannya.
QUEST_LV_0100_20160218_010973	The Black Spirit can be removed with the Namott of Suppression, {nl}if we can deal with the surveilance spheres. Be careful. {nl}This mission is very dangerous.	Black Spirit dapat dihilangkan dengan menggunakan Suppression Namott. {nl} Namun kita akan bertemu dengan Surveilance Spheres. Berhati-hatilah {nl} Tugas ini sangat berbahaya.
QUEST_LV_0100_20160218_010974	Soul Starvation is on the lower side of Apsvaiges Path.{nl}	Soul Starvation berada disisi bawah Apsvaigy Path. {nl}
QUEST_LV_0100_20160218_010975	The evil energy has weakened and the Black Smoke is gone.{nl}The demons, if they are not completely stupid, will notice these changes and come after us.{nl}Please, hurry up.	Energi Jahat telah melemah dan Black Smoke menghilang. {nl} Para demon, mereka tidak bodoh dan akan melihat perubahan tersebut dan segera mengejar kita. {nl} Ayo, cepatlah.
QUEST_LV_0100_20160218_010976	Is that so... The souls are free now.{nl}The Owl Chief promised to guide the souls to their rightful place, the arms of the goddess.{nl}	Dengan itu..jiwa tersebut telah bebas sekarang. {nl} Owl Chief berjanji untuk membimbing arwah-arwah ke tempat peristirahatan yang layak untuknya, Tempat yang diberkati oleh para Goddess. {nl}
QUEST_LV_0100_20160218_010977	How can we ever repay you...{nl}	Bagaimana kita bisa membayar jasamu.. {nl}
QUEST_LV_0100_20160218_010978	Accessory Merchant Jurus	Accessory Merchant Jurus
QUEST_LV_0100_20160218_010979	This letter is... left by Eras.{nl}	Surat ini.. ditinggalkan oleh Eras. {nl}
QUEST_LV_0100_20160218_010980	This is the first time I have heard from him since ages ago... {nl}But now he went to the arms of the goddess...{nl}Fate is so cruel and gruesome to bear.{nl}	Ini adalah pertama kalinya aku mendengar kabar darinya sejak berabad-abad yang lalu...{nl}Tapi sekarang dia telah pergi dipelukan Goddess..{nl} Takdir begitu kejam dan menyakitkan.
QUEST_LV_0100_20160218_010981	Thank you for delivering the letter to me.{nl}At least, now I know what happened to him. 	Terima kasih telah memberikan surat ini kepadaku. {nl} Setidaknya, aku telah mengetahui apa yang telah terjadi kepadanya.
QUEST_LV_0100_20160218_010982	So, you want to learn new magic, eh?{nl}But I need to be certain that you are prepared for it.{nl}	Jadi, Kamu ingin mempelajari magic terbaruku, Ah?{nl} Tapi aku harus yakin bahwa kamu telah mempersiapkannya. {nl}
QUEST_LV_0100_20160218_010983	Without a firm foundation, learning is, naturally, very difficult.{nl}So, there's going to be a test.	Tanpa keyakinan, niat belajar, dan secara natural ini sangat sulit dipelajari. {nl}Jadi, ini menjadi sebuah ujian.
QUEST_LV_0100_20160218_010984	I like your attitude. I have a mission for you. {nl}Go into the Woods of the Linked Bridges and defeat some monsters.{nl}	Aku suka dengan sikapmu. Aku akan memberikan sebuah tugas kepadamu. Pergilah ke area Woods of Linked Bridges dan kalahkan beberapa kawanan monster disana. {nl}
QUEST_LV_0100_20160218_010985	That's quite simple, no? If you are unable to do this simple task, then I see no future between us.	Ini cukup mudah, bukan? Bila kamu tidak dapat menjalankan tugas yang mudah ini, maka aku melihat tidak ada perkembangan diantara kita.
QUEST_LV_0100_20160218_010986	Here is your mission: Go into the Woods of the Linked Bridges and defeat some monsters.{nl}That's quite simple, no? If you are unable to do this simple task, then I see no future between us.	Berikut ini adalah tugasmu. Pergi ke Woods of Linked Bridges dan mengalahkan beberapa monster. {nl} Ini cukup mudah, bukan ? Jika kamu tidak mampu melakukan tugas yang mudah, maka aku tidak melihat perkembangan diantara kita.
QUEST_LV_0100_20160218_010987	Hmm, not bad. Not bad at all.{nl}You seem to have what it takes.{nl}	Hmm, cukup bagus. Tidak terlalu buruk.{nl}Kamu sepertinya memiliki kemampuan yang diperlukan.{nl} 
QUEST_LV_0100_20160218_010988	Now, pay attention to what I am about to demonstrate.{nl}How you use it alongside your current magic is up to you.	Sekarang, Perhatikan pada apa yang akan aku demontrasikan.{nl}Bagaimana kamu menggunakannya bersama dengan kekuatan magic, Terserah kepadamu.
QUEST_LV_0100_20160218_010989	You want to become a Pyromancer?{nl}Kid, let me tell you something. Not everyone can become a Pyromancer.{nl}	Kamu ingin menjadi seorang Pyromancer ?{nl} Nak, Aku akan memberitahukanmu sesuatu. Tidak semua orang dapat menjadi seorang Pyromancer. {nl}
QUEST_LV_0100_20160218_010990	Let's just say, you need to make friends with fire and its heat.{nl}I ain't all that convinced yet. But I will give you a chance to prove yourself.	Mari membahasnya, Kamu harus berteman dengan kekuatan api dan hawa panasnya. {nl} Aku tidak sepenuhnya yakin. Tapi aku akan memberikanmu kesempatan untuk membuktikannya sendiri.
QUEST_LV_0100_20160218_010991	Good. Now, I want you to kill some monsters while under the magic I will put on you.{nl}	Bagus. Sekarang, aku akan membunuh beberapa monster yang masih berada dalam pengaruh kekuatan magic, aku akan melindungimu. {nl}
QUEST_LV_0100_20160218_010992	This magic will determine whether the spell you use is compatible with fire.{nl}Understood?	Magic ini akan menentukan apakah mantra yang kamu gunakan cocok dengan Element Api. {nl}Mengerti?
QUEST_LV_0100_20160218_010993	If you are not compatible with fire, considering other paths is a viable option.{nl}There is no such thing as lukewarm flame.	Apabila tidak sesuai dengan element Api, mengingat ini merupakan pilihan yang tepat. {nl}Maka tidak ada hal seperti Lukewarm Flame.
QUEST_LV_0100_20160218_010994	Oh my, you do have a knack. I am a bit surprised...?{nl}Well, a promise is a promise. I will teach ya.{nl}	Wow, Kamu memiliki bakat. Aku terkejut..?{nl}Baiklah, janji adalah janji, aku akan menepatinya dan mengajarkanmu.{nl}
QUEST_LV_0100_20160218_010995	Whether you can follow it through or not is entirely up to ya. Got that?	Apakah kamu mampu melaluinya atau tidak semua ini tergantung kepadamu. Mengerti?
QUEST_LV_0100_20160218_010996	We, Cryomancers, always welcome newcomers. {nl}Like you.{nl}	Kami adalah Cryomancer, selalu menyambut pendatang baru. {nl}Seperti dirimu.{nl}
QUEST_LV_0100_20160218_010997	However, accepting all participants will only prove itself detrimental to all of us.{nl}It is for the best if we conduct a simple test to determine your aptitude {nl}in becoming a Cryomancer.	Bagaimanapun juga, Menerima Pendatang Baru hanya akan merugikan dirinya. {nl}Tetapi Ini merupakan jalan terbaik bila kita mengadakan tes untuk menguji bakat yang tersembunyi dari dalam dirimu {nl}sebagai seorang Cryomancer.
QUEST_LV_0100_20160218_010998	Here, inject your spell into this Piece of Ice.{nl}If you do not possess the necessary talent you require, the ice will melt.{nl}	Mendekatlah, Masukkan mantra kamu ke dalam potongan es ini. {nl}Jika kamu tidak memiliki bakat yang dibutuhkan tersebut, maka Ice akan mencair.{nl}
QUEST_LV_0100_20160218_010999	As you defeat monsters, your spell will be injected into this Piece of Ice.{nl}The instruction has been completed. Return to me when the result is successful.	Ketika kamu mengalahkan kawanan monster, Mantra kamu akan bekerja dan masuk ke dalam{nl}Ice Piece ini. Instruksinya telah diselesaikan.{nl}Kembalilah kepadaku setelah berhasil mengejakannya.
QUEST_LV_0100_20160218_011000	There was one testee who melted the Piece of Ice from the instant it touched.{nl}To be honest... that is a feat in itself.	Ada satu sasaran pengujian yang berhasil mencairkan Ice Piece sejak menyentuhnya. {nl}Jujur..ini merupakan sebuah prestasi tersendiri.
QUEST_LV_0100_20160218_011001	That is sufficient.{nl}I will grant you the teachings of Cryomancy.	Ini telah mencukupi. {nl}Aku akan mengajarkanmu sebagai Cryomancer.
QUEST_LV_0100_20160218_011002	You really must be enjoying your life as an Archer if you're here to see me.{nl}Now, let's begin the test, shall we? Without seeing your power, we cannot be sure of anything.	Kamu harus menikmati hidupmu sebagai seorang Archer, Jika kamu berada disini untuk bertemu denganku. {nl}Saatnya, kita mulai ujian ini, bisakah kita memulainya? Tanpa melihat kekuatan kamu, kita tidak dapat menyakini apapun.
QUEST_LV_0100_20160218_011003	You are trustworthy.{nl}Obviously, an Archer should be able to hit a target from a distance.{nl}	Kamu dapat dipercaya.{nl}Sudah tentu, seorang Archer harus mampu menyerang target dari jarak yang cukup jauh. {nl}
QUEST_LV_0100_20160218_011004	It doesn't matter what kind of a monster it is.{nl}As long as you hit your targets from as far away as possible.{nl}	Tidak masalah apapun jenis monster itu.{nl} Selama kamu menyerang target dari kejauhan mungkin dapat dilakukan.{nl}
QUEST_LV_0100_20160218_011005	If you are either too close to the target or the target dodges your attack, it doesn't count.{nl}Got that?	Bila kamu terlalu dekat dengan target atau sasaran gagal maka akan menyerangmu, Itu tidak masuk dalam hitungan. {nl}Mengerti?
QUEST_LV_0100_20160218_011006	Do you see that bug over there? Can you hit one of its legs?{nl}The master in Klaipeda hit the bullseye blindfolded.	Apakah kamu melihat kesalahan disana? Dapatkah kamu menyerang salahsatu kakinya?{nl} Klaipeda Master menyerang Bullseye dengan mata tertutup.
QUEST_LV_0100_20160218_011007	You are better than I thought.{nl}I won't disappoint you in my training.	Kamu lebih baik daripada yang aku pikirkan. {nl}Aku tidak akan mengecewakanmu selama pelatihan ini.
QUEST_LV_0100_20160218_011008	I will be the first one to admit that I have no patience whatsoever. {nl}Defeating an enemy one by one is just not my style.{nl}I prefer attacking all of them at once.{nl}	Aku akan menjadi orang pertama yang mengakui bahwa aku tidak memiliki kesabaran apapun.{nl}Mengalahkan musuh secara satu persatu bukanlah gayaku.{nl}Aku lebih suka menyerangnya secara bersamaan.{nl}
QUEST_LV_0100_20160218_011009	That's one of the reasons why I like being a Ranger. What about you?{nl}If you are a scaredy-cat, if the number is not in your favor, {nl}you better give up now and save both of our time.	Itulah salah satu alasan mengapa aku senang menjadi seorang Ranger. Bagaimana denganmu? {nl}Jika kamu adalah seorang penakut, maka ini bukanlah keberuntunganmu, {nl}Sebaiknya kamu menyerah dan menghemat waktu kita berdua.
QUEST_LV_0100_20160218_011010	Let me see if you can walk the talk.{nl}But perhaps, facing off multiple enemies might be difficult yet.{nl}	Biarkan aku melihatnya apakah kamu dapat melaluinya. {nl}Tapi mungkin, berhadapan secara langsung dengan musuh-musuh mungkin belum menemukan kesulitan.{nl}
QUEST_LV_0100_20160218_011011	The next best thing to simultaneous combat is consecutive combat...{nl}Defeat one enemy and quickly attack the other. {nl}I want to see how much you can shorten that interval.	Hal terbaik setelah Simultaneous Combat adalah Consecutive Combat..{nl}Mengalahkan salah satu musuh dan menyerang musuh lainnya dengan cepat.{nl}Aku ingin melihat seberapa banyak kamu dapat mempersingkat waktumu.
QUEST_LV_0100_20160218_011012	Hesitating just once... and the enemies get close enough to kiss you.{nl}You don't want to get surrounded by enemies, do you?	Ragu sesaat... dan banyak musuh mendekat dan mencium keberadaanmu.{nl} kamu tidak ingin dikelilingi oleh musuh-musuh itu, bukan?
QUEST_LV_0100_20160218_011013	Impressive.{nl}I have seen so many malfunctioning nitwits who could not walk the talk...{nl}	Mengagumkan. {nl}Aku telah melihat banyak Nitwits yang tidak berfungsi, ini tidak bisa dikatakan.
QUEST_LV_0100_20160218_011014	Having a student like you is always a pleasure.{nl}Now, let's see. What should I teach you first?	Memiliki seorang murid sepertimu sungguh sangat menyenangkan.{nl}Jadi, kemarilah. Apa yang harus aku ajarkan pertama kali kepadamu?
QUEST_LV_0100_20160218_011015	I do not refuse the ones who are ambitious.{nl}Nevertheless, there is a prerequisite you must have.{nl}	Saya tidak menolak orang-orang yang ambisius.{nl}Namun, ada prasyarat yang harus kamu miliki.{nl}
QUEST_LV_0100_20160218_011016	A well-loved piece of gear...{nl}That is the most important thing for all classes to be honest.	Sebuah gear yang sangat terawat...{nl}Itu merupakan hal yang penting untuk semua class.
QUEST_LV_0100_20160218_011017	I'm glad you agree.{nl}Now, show me a Lv +1 enhanced crossbow.	aku senang kamu berkenan.{nl}Sekarang, tunjukkan padaku Lv +1 enhance crossbow.
QUEST_LV_0100_20160218_011018	A crossbow and a Quarrel Shooter go hand in hand.{nl}I will just take a look at it.	Sebuah crossbow dan Quarrel Shooter selalu berdampingan.{nl}Aku hanya akan sekedar melihatnya.
QUEST_LV_0100_20160218_011019	A charming crossbow, I must say. {nl}Alright, I must acknowledge your way of maintaining your weapon.{nl}	Sebuah crossbow yang menawan.{nl}Baiklah, aku harus mengakui caramu pemeliharaan senjatamu.{nl}
QUEST_LV_0100_20160218_011020	Learning itself is not too difficult so come to me any time.	Mempelajarinya sendiri tidaklah begitu sulit jadi temui aku kapanpun kamu ada waktu
QUEST_LV_0100_20160218_011021	The time has come for you to learn the advanced magic of Wizards.{nl}You cannot learn new magic all by yourself.{nl}	Waktunya telah tiba bagimu untuk mempelajari advance magic Wizard.{nl}Kamu tidak dapat mempelajari semua magic baru sendirian.{nl}
QUEST_LV_0100_20160218_011022	Sometimes, the answer comes much quicker, if you ask around for advices.	Terkadang, jawabannya bisa dengan cepat kamu dapatkan, bila kamu menanyakan nasihat ke sekitar
QUEST_LV_0100_20160218_011023	Some might say: "Too many cooks spoil the broth." {nl}You can't have too many advices.{nl}	Beberapa mungkin mengatakan: "Terlalu banyak memasak akan merusak kaldu."{nl}kamu tidak dapat menerima terlalu banyak nasihat.{nl}
QUEST_LV_0100_20160218_011024	Did it help?{nl}Hmm, your enlightened eyes tells me yes.{nl}	Apakah itu membantu?{nl}Hmm, matamu yang cerah memberitahuku bahwa iya.{nl}
QUEST_LV_0100_20160218_011025	All good. {nl}I will help you as far as I can. Hope you could do the same.	Semuanya baik-baik saja.{nl}Aku akan membantumu sebisa mungkin. Aku harap kamu juga dapat melakukan hal yang sama.
QUEST_LV_0100_20160218_011026	At this stage, what you need to do is to improve your fire energy.{nl}For me, it's nothing at all but for you, some help would be necessary.{nl}	Pada tahap ini, yang perlu kamu lakukan adalah meningkatkan energi apimu.{nl}Bagiku, itu bukanlah masalah namun untukmu, bantuan sangatlah diperlukan.{nl}
QUEST_LV_0100_20160218_011027	Can't say it will be easy. {nl}Are you able to do it?	Aku tidak bisa mengatakan ini akan mudah.{nl}Apakah kamu bisa melakukannya?
QUEST_LV_0100_20160218_011028	That go-getter attitude is the sign of a good Pyromancer.{nl}Alright, take this Condensed Firestone.{nl}	Bahwa sikap yang baik adalah tanda Pyromancer yang baik.{nl}Baiklah, ambil Condense Firestone ini.{nl}
QUEST_LV_0100_20160218_011029	Set it up near monsters and defeat them. Your fire energy infused with spell will be improved.	Letakkan didekat monster dan kalahkan mereka. Energi api yang menyatu dengan spell akan meningkat.
QUEST_LV_0100_20160218_011030	Improving your magic is the most important thing, here, {nl}so it doesn't matter what monsters you slay.{nl}But this test would be more worthwhile if you fight the monsters your level, wouldn't it?	Meningkatkan kemampuan magic-mu adalah hal yang terpenting, di sini,{nl}jadi tidak masalah monster apapun yang kamu bunuh.{nl}Namun tes ini akan lebih bermanfaat bila kamu melawan monster selevel denganmu, bukankah begitu?
QUEST_LV_0100_20160218_011031	Well done. {nl}I can sense your fire energy is much stronger than before.{nl}	Kerja Bagus.{nl}Aku bisa merasakan energi api yang kamu miliki lebih kuat dari sebelumnya.{nl}
