QUEST_UNUSED_20150317_000001	A ha, you're on your way to see Master Pardoner. I wish you luck.	아하, 파드너 마스터에게로 가는 길이로군. 무운을 빕지요.	Oh, sedang menuju ke Master Pardoner. Semoga beruntung.
QUEST_UNUSED_20151116_002413	Talk to the Wizard Submaster	위자드 서브 마스터와 대화하세요	Bicara dengan Wizard Submaster.
QUEST_UNUSED_20151116_002414	Talk to the Wizard Master	위자드 마스터와 대화	Bicara dengan Wizard Master
QUEST_UNUSED_20151116_002415	Talk to the Wizard Master	위자드 마스터와 대화하세요	Bicara dengan Wizard Master.
QUEST_UNUSED_20151116_002416	Obtain Demon Essence	마족의 정수 구하기	Dapatkan Demon Essence
QUEST_UNUSED_20151116_002417	The Wizard Submaster requires Demon Essence to create a Protection Barrier Crystal. Obtain the required amount of Demon Essence.	위자드 서브 마스터는 보호 결계 수정을 만들기 위해선 마족의 정수가 필요하다고 합니다. 마족의 정수를 구하세요	Wizard Submaster membutuhkan Demon Essence untuk membuat protection barrier crystal. Dapatkan sejumlah Demon Essence yang dibutuhkan.
QUEST_UNUSED_20151116_002418	Set up the Protection Barrier Crystal	보호 결계 수정 설치하기	Memasang Protection Barrier Crystal
QUEST_UNUSED_20151116_002419	Set up the Protection Barrier Crystal	보호 결계 수정을 설치하세요	Memasang Protection Barrier Crystal
QUEST_UNUSED_20151116_002420	Obtain Mysterious Wizard's Experiment Journal	의문의 마법사의 실험 일지 구하기	Dapatkan Suspicious Wizard Experiment Journal
QUEST_UNUSED_20151116_002421	Obtain Mysterious Wizard's Experiment Journal	의문의 마법사의 실험 일지를 구하세요	Dapatkan suspicious wizard experiment journal
QUEST_UNUSED_20151116_002422	Shut down the Breeding Device	배양 장치 정지시키기	Matikan Breeding Device
QUEST_UNUSED_20151116_002423	Shut down the giant bracken spore breeding device	거대 고사리 포자를 배양 장치하는 정지시키기	Matikan giant bracken spore breeding device
QUEST_UNUSED_20151116_002424	Look for Mayor Romanas	촌장 로마나스 찾아가기	Carilah Mayor Romanas
QUEST_UNUSED_20151116_002425	The settlers are being threatened by Poatas that appeared in front of the entrance of Orsha! Defeat Poatas to secure the safety at the entrance of Orsha.	도시 오르샤 입구에 나타난 포아타로 인해 이주민들이 위협받고 있습니다! 포아타를 처치하여 오르샤 입구의 안전을 확보하세요	Para penduduk terancam oleh Poatas yang muncul di pintu masuk Orsha! Kalahkan Poatas untuk mengamankan pintu masuk Orsha.
QUEST_UNUSED_20151116_002426	Settler Izna asked you to get Red Leaves by defeating Leaf Bugs at the 1st district	이주민 이즈나는 1번 지역에서 잎방개를 처치하여 연붉은 잎사귀를 구해달라고 부탁했습니다	Penduduk, Izna meminta kamu untuk mendapatkan Red Leaves dengan mengalahkan Leaf Bugs di 1st District
QUEST_UNUSED_20151116_002427	As Izna requested to you, you've obtained enough Red Leaves. Talk to Izna	이주민 이즈나의 요청대로 연붉은 잎사귀를 충분히 구했습니다. 이즈나와 대화하세요	Seperti yang diminta oleh Izna, kamu telah mengumpulkan cukup Red Leaves. Bicara pada Izna
QUEST_UNUSED_20151116_002428	Settler Izna asked you to collect the mucus which you can obtain by defeating Chinencys at the 1st and the 2nd districts	이주민 이즈나는 1/2번 지역에 치넨시를 처치하여 얻은 점액을 수집해달라고 부탁했습니다	Penduduk, Izna meminta kamu untuk mengumpulkan mucus yang bisa didapatkan dari Chinencys pada 1st dan 2nd District
QUEST_UNUSED_20151116_002429	You've obtained enough Rampar Mucus as Izna requested to you. Talk to Izna	이주민 이즈나가 요청한 렘파르 점액을 충분히 수집했습니다. 이즈나와 대화하세요	Kamu telah mengumpulkan cukup Rampar Mucus sesuai permintaan Izna. Bicara pada Izna
QUEST_UNUSED_20151116_002430	Lost in the Forest	숲 속에서 길을 잃다	Lost in the Forest
QUEST_UNUSED_20151116_002431	In order to help the settlers who are isolated in the forest due to the gigantic monsters, Settler Izna asked you to set the bonfire at the resting areas in the district 3 and 4.	이주민 이즈나는 거대한 몬스터 때문에 길을 숲 속에 고립된 북쪽 지역 이주민들을 돕기 위해 3/4 지역의 쉼터 모닥불을 켜달라고 했습니다	Dalam rangka membantu penduduk yang terisolasi di hutan karena serangan monster raksasa, Izna meminta bantuan kamu untuk menyalakan Bonfire di resting area di district 3 dan 4.
QUEST_UNUSED_20151116_002432	Set the fire on woodpiles at the resting area	쉼터 장작더미에 불 지피기	Menyalakan Bonfire pada tumpukan kayu di resting area
QUEST_UNUSED_20151116_002433	Settler Izna asked you to set the fire on the woodpiles of the resting areas for the settlers to see clearly	이주민 이즈나는 쉼터 장작더미에 불을 지펴서 먼 곳에 있는 이주민들이 볼 수 있도록 해 달라고 부탁했습니다	Penduduk, Izna meminta kamu untuk menyalakan Bonfire pada tumpukan kayu di resting area agar penduduk dapat melihat dengan jelas.
QUEST_UNUSED_20151116_002434	Defeat Woodspirit	우드스피릿 처치	Kalahkan Woodspirit
QUEST_UNUSED_20151116_002435	Settler Dallanas blessed your adventure. And she also advised you to pray in front of the statue of Goddess Zemyna and receive the protection of the goddess.	이주민 달라나스는 당신의 모험을 축복해주었습니다. 그리고 제미나 여신상에 경배하여 여신의 가호를 받아보라고 조언해주었습니다	Penduduk, Dallanas memberkati perjalananmu. Dan dia juga menyarankanmu berdoa di depan patung Goddess  Gemina agar mendapatkan perlindungan darinya.
QUEST_UNUSED_20151116_002436	Defeat the monsters at the temporal resting area	임시 휴식처의 몬스터 처치	Kalahkan monster yang berada di temporal resting area
QUEST_UNUSED_20151116_002437	Settler Dallanas told you that the temporal resting area where the settlers are waiting to enter Orsha has become dangerous due to the ourburst of the monsters recently. Let's defeat the monsters at the temporal resting area.	이주민 달라나스는 이주민들이 오르샤로 들어가기 위해 대기하던 임시 휴식처가 얼마 전부터 몬스터들의 출몰로 위험해졌다고 합니다. 임시 휴식처의 몬스터들을 처리해 줍시다	Penduduk, Dallanas memberitahu kamu bahwa temporal resting area di dekat pintu masuk Orsha menjadi berbahaya karena banyak monster. Kalahkan monster disekitar are tersebut.
QUEST_UNUSED_20151116_002438	Settler Dallanas has asked you to bring the settlers that were spreaded across the temporal resting areas	이주민 달라나스는 임시 휴식처에 흩어져 있는 이주민들을 데리고 와달라고 부탁했습니다	Penduduk, Dallanas meminta kamu untuk membawa penduduk lainnya yang terpencar di sekitar temporal resting area.
QUEST_UNUSED_20151116_002439	The Missing Bishop	사라진 주교	The Missing Bishop
QUEST_UNUSED_20151116_002440	Talk with Inesa Hamondale	이네사 해먼데일과 대화하세요	Bicara pada Inessa Hemandale
QUEST_UNUSED_20151116_002441	Pray in front of the Goddess Statue	여신상에 경배해보세요	Berdoa didepan statue of Goddess 
QUEST_UNUSED_20151116_002442	Talk with the Item Merchant	잡화상인과 대화	Bicara pada Item Merchant
QUEST_UNUSED_20151116_002443	Talk with the Item Merchant	잡화상인과 대화하세요	Bicara pada Item Merchant
QUEST_UNUSED_20151116_002444	Talk with the Accessory Merchant	악세서리 상인과 대화하세요	Bicara pada Accessory Merchant
QUEST_UNUSED_20151116_002445	Talk with Agent Cherasia	정보원 체라시아와 대화	Bicara pada Informant, Cherasia
QUEST_UNUSED_20151116_002446	Talk with Agent Cherasia	정보원 체라시아와 대화하세요	Bicara pada Informant, Cherasia
QUEST_UNUSED_20151116_002447	Collect the pieces of the memo that belongs to the Priest Irma	사제 이르마의 쪽지 낱장 수집	Kumpulkan piece of the memo milik Priest Iruma
QUEST_UNUSED_20151116_002448	Collect the pieces of the memo that belongs to the Priest Irma by defeating the monsters nearby	주변 몬스터들을 처치하여 사제 이르마의 쪽지 낱장을 수집하세요	Kumpulkan piece of the memo milik Priest Iruma, dengan mengalahkan monster disekitar
QUEST_UNUSED_20151116_002449	The Burnt Whereabouts	불타버린 행방	The Burnt Whereabouts
QUEST_UNUSED_20151116_002450	Talk with Agent Moren	정보원 모렌과 대화	Bicara pada Informant, Moren
QUEST_UNUSED_20151116_002451	Talk with Agent Moren	시작정보원 모렌과 대화하세요	Bicara pada Informant, Moren
QUEST_UNUSED_20151116_002452	Defeat the monsters around Moren	모렌 주변 몬스터 처치	Kalahkan monster disekitar Moren
QUEST_UNUSED_20151116_002453	Protect Agent Moren while he is analyzing the collected information. As you defeat the monsters around, Moren will calmly analyze the information more quickly.	정보원 모렌이 수집한 정보를 분석하는 동안 보호해 주세요. 주변 몬스터들을 처리할 수록 모렌이 안심하고 더 빨리 정보를 분석할 수 있습니다	Lindungi sang informant Moren, saat dia sedang menganalisa dan mengumpulkan informasi. Saat kamu mengalahkan monster di sekitar, Moren akan bekerja lebih cepat.
QUEST_UNUSED_20151116_002454	Talk with Agent Moren	정보원 모렌과 대화하세요	Bicara dengan Informant, Moren
QUEST_UNUSED_20151116_002455	Collect the half burnt memo	반쯤 타버린 쪽지 수집	Kumpulkan Half Burnt Memo
QUEST_UNUSED_20151116_002456	Collect the half burn memo	반쯤 타버린 쪽지를 수집하세요	Kumpulkan Half Burnt Memo
QUEST_UNUSED_20151116_002457	Talk with Chaser Ulysses	추적자 예울리스와 대화	Bicara pada Chaser, Jeulis
QUEST_UNUSED_20151116_002458	Talk with Chaser Ulysses	추적자 예울리스와 대화하세요	Bicara pada Chaser, Jeulis
QUEST_UNUSED_20151116_002459	Check the hideout of the priests	사제들의 은거지 확인	Periksa tempat bersembunyi para Priest
QUEST_UNUSED_20151116_002460	Check the hideout of the priests	사제들의 은거지를 확인하세요	Periksa tempat bersembunyi para Priest
QUEST_UNUSED_20151116_002461	Obtain the diary of Urbonas	우르보나스의 일지 습득	Dapatkan diary of Urbonas
QUEST_UNUSED_20151116_002462	At the hideout of the priests, you've discovered the diary of Urbonas. Pick that up and hand it over to Chaser Ulysses	사제들의 은신처에서 우르보나스의 일지를 발견했습니다. 주워서 추적자 예울리스에게 전해줍시다	Di tempat bersembunyi priest, kamu menemukan diary of Urbonas. Ambil dan berikan itu pada chaser Jeulis.
QUEST_UNUSED_20151116_002463	Defeat Minotaur	미노타우르스 처치	Defeat Minotaurs
QUEST_UNUSED_20151116_002464	Talk with Chaser Talbasi	추적자 탈바시와 대화	Bicara pada chaser, Talbasia
QUEST_UNUSED_20151116_002465	Go meet Chaser Talbasi at Paupys Crossing	파우피스 나루에 있는 추적자 탈바시를 찾아가세요	Pergi dan temui chaser, Talbasia di Paupys Port
QUEST_UNUSED_20151116_002466	Talk with Chaser Pierneef	정보원 페르니프와 대화	Bicara pada Informant, Fernif
QUEST_UNUSED_20151116_002467	Talk with Chaser Pierneef	정보원 페르니프와 대화하세요	Bicara pada Informant, Fernif
QUEST_UNUSED_20151116_002468	Defeat the monsters around	지역 몬스터 처치	Kalahkan monster disekitar
QUEST_UNUSED_20151116_002469	Chaser Pierneef asked you to defeat the monsters at district 1 and 2	정보원 페르니프는 1/2번 지역의 몬스터를 처치해달라고 부탁했습니다	Sang Informant, Fernif memintamu untuk mengalahkan monster yang ada di 1st dan 2nd disctrict
QUEST_UNUSED_20151116_002470	Defeat Lapezard	라페자드 처치	Kalahkan Rafejad
QUEST_UNUSED_20151116_002471	Defeat Lapemiter	라페마이터 처치	Defeat Rafemeiter
QUEST_UNUSED_20151116_002472	Get rid of the smelly carts	악취나는 수레 처리	Singkirkan Wagon yang beraroma busuk
QUEST_UNUSED_20151116_002473	Chaser Pierneef asked you to eliminate the wagon that is spreading the bad smell at the 1st and 2nd district	정보원 페르니프는 1/2번 지역의 냄새나는 수레를 불태워서 없애달라고 부탁했습니다	Sang Informant, Fernif memintamu untuk menyingkirkan wagon yang mengeluarkan aroma busuk di 1st dan 2nd district
QUEST_UNUSED_20151116_002474	Talk with Chaser Germeja	추적자 게르메이야와 대화	Bicara pada chaser, Germeiya
QUEST_UNUSED_20151116_002475	Talk with Chaser Germeja	추적자 게르메이야와 대화하세요	Bicara pada chaser, Germeiya
QUEST_UNUSED_20151116_002476	Use the monster attracting agent	몬스터 유인제 사용	Menggunakan monster attracting agent
QUEST_UNUSED_20151116_002477	Chaser Germeja asked you to create conflicts between monsters since there aren't enough hands	추적자 게르메이야는 일손이 부족하니 몬스터들끼리 영역다툼을 일으켜보자고 합니다	Chaser, Germeiya meminta kamu untuk membuat konflik diantara monster karena kekurangan kekuatan tempur
QUEST_UNUSED_20151116_002478	Monster Colony	몬스터 군락지	Monster Colony
QUEST_UNUSED_20151116_002479	Talk with Chaser Raitis	추적자 라이티스와 대화	Bicara pada chaser, Laitis
QUEST_UNUSED_20151116_002480	Talk with Chaser Raitis	추적자 라이티스와 대화하세요	Bicara pada chaser, Laitis
QUEST_UNUSED_20151116_002481	Chaser Raitis has asked you to defeat the monsters that are appearing from the hallway of the 4th district	추적자 라이티스는 4번 지역 통로에 나타나는 몬스터들을 처리해달라고 부탁했습니다	Chaser, Laitis meminta kamu untuk mengalahkan monster yang muncul di hallway 4th district
QUEST_UNUSED_20151116_002482	Destroy the habitat of the monsters	몬스터 군락지 파괴	Hancurkan habitat dari para monster
QUEST_UNUSED_20151116_002483	Destroy the habitat of the monsters	몬스터 군락지를 파괴하세요	Hancurkan habitat dari para monster
QUEST_UNUSED_20151116_002484	Defeat the Chafer that suddenly attacked	급습한 체이퍼 처치	Kalahkan Chafferors yang tiba-tiba menyerang
QUEST_UNUSED_20151116_002485	Large-Scale Search Operation	대규모 수색	Large-Scale Search Operation
QUEST_UNUSED_20151116_002486	Talk with Chaser Talbasi	추적자 탈바시와 대화하세요	Bicara pada chaser, Talbasi
QUEST_UNUSED_20151116_002487	Collect the memos of Priest Gelija	사제 겔리야의 쪽지 수집	Kumpulkan Priest Gelija's Memo.
QUEST_UNUSED_20151116_002488	Defeat the monsters from District 1 and collect Priest Gelija's notes	1번지역의 몬스터들을 처치하여 사제 겔리야의 쪽지를 수집하세요	Kalahkan monster di District 1 dan kumpulkan Priest Gelija notes
QUEST_UNUSED_20151116_002489	The memo of Priest Gelija	사제 겔리아의 쪽지	Memo dari Priest Gelija
QUEST_UNUSED_20151116_002490	Search the hideout	은거지 수색	Mencari tempat persembunyian
QUEST_UNUSED_20151116_002491	Chaser Talbasi asked you to search the hideout of the priests who were discovered recently before you go meet Agent Larena.	추적자 탈바시는 정보원 라레나에게로 가기 전에 얼마 전 발견된 사제들의 은거지를 수색해달라고 부탁했습니다.	Chaser, Talbasi meminta kamu untuk mencari tempat persembunyian priest yang pernah ditemukan sebelum kamu menemui Informant Larena.
QUEST_UNUSED_20151116_002492	Talk to Agent Larena	정보원 라레나와 대화	Bicara pada Informant, Larena
QUEST_UNUSED_20151116_002493	Talk to Agent Larena	정보원 라레나와 대화하세요	Bicara pada Informant, Larena
QUEST_UNUSED_20151116_002494	Search the traces of the priest	사제들의 흔적 수색	Mencari jejak dari Priest
QUEST_UNUSED_20151116_002495	Agent Larena has asked you to take Jolly, the priests' dog, and search for traces of them nearby.	정보원 라레나는 사제들이 기르던 잘리를 데리고 주변에서 사제들의 흔적을 찾아와 달라고 부탁했습니다	Informant Larena meminta kamu untuk membawa Jolly, anjing sang Priest dan mencari jejaknya disekitar.
QUEST_UNUSED_20151116_002496	Talk with Chaser Sendal	추적자 센달과 대화	Bicara pada chaser, Sandal
QUEST_UNUSED_20151116_002497	Talk with Chaser Sendal	추적자 센달과 대화하세요	Bicara pada chaser, Sandal
QUEST_UNUSED_20151116_002498	Rescue Priest Pranas	사제 프라나스 구출	Selamatkan priest, Pranas
QUEST_UNUSED_20151116_002499	Chaser Sendal has asked you to rescue the Priest Pranas who was captured by the demons	추적자 센달은 마족에게 잡혀 위기에 처한 사제 프라나스를 구해달라고 부탁했습니다	Chaser, Sandal memintamu untuk menyelamatkan priest Pranas, yang ditangkap oleh demon
QUEST_UNUSED_20151116_002500	Talk with Priest Pranas	사제 프라나스와 대화	Bicara pada priest, Pranas
QUEST_UNUSED_20151116_002501	Talk with Priest Pranas	사제 프라나스와 대화하세요	Bicara pada priest, Pranas
QUEST_UNUSED_20151116_002502	Defeat Specter Monarch	스펙터 군주 처치	Kalahkan Specter Monarchs
QUEST_UNUSED_20151116_002503	Look for the traces of Bishop Urbonas	주교 우르보나스의 흔적 찾기	Mencari jejak dari bishop, Urbonas
QUEST_UNUSED_20151116_002504	Priest Pranas asked you to come back to Orsha after finding the traces of Urbonas at the hideout. Pranas has returned to Orsha first due to the wounds.	사제 프라나스는 은거지에서 주교 우르보나스의 흔적을 찾아서 오르샤로 돌아와 달라고 부탁했습니다. 프라나스는 부상 때문에 오르샤로 먼저 돌아갔습니다	Priest Pranas, memintamu untuk kembali ke Orsha setelah menemukan jejak dari Urbonas di tempat persembunyian. Pranas kembali ke Orsha karena terluka
QUEST_UNUSED_20151116_002505	Talk with Agent Orwen	정보원 오르웬과 대화	Bicara dengan Informant, Orwen
QUEST_UNUSED_20151116_002506	Talk with Agent Orwen	정보원 오르웬과 대화하세요	Bicara dengan Informant, Orwen
QUEST_UNUSED_20151116_002507	Defeat the monsters from District 1	1번 지역 몬스터 처치	Kalahkan monster pada District 1
QUEST_UNUSED_20151116_002508	Agent Orwen has asked you to defeat the monsters in District 1 that are interfering with the informers' search operations.	정보원 오르웬은 1번 지역에서 정보원들의 수색 활동 방해하는 몬스터들을 처치해달라고 부탁했습니다	Informant Orwen meminta kamu untuk mengalahkan monster di District 1 yang mengganggu operasi pencarian informant.
QUEST_UNUSED_20151116_002509	Deactivate the Ominous Magic Circles	불길한 마법진 해체	Matikan Ominous Magic Circle
QUEST_UNUSED_20151116_002510	Agent Orwen has asked you to release the magic circles spread out through Districts 1/2.	정보원 오르웬은 1/2 지역에 분포한 불길한 마법진을 해체해 달라고 부탁했습니다	Informant Orwen meminta kamu untuk menghilangkan magic circle yang tersebar di District 1/2
QUEST_UNUSED_20151116_002511	Preliminary Investigation	사전 조사	Preliminary Investigation
QUEST_UNUSED_20151116_002512	Talk with Agent Notres	정보원 노토레스와 대화	Bicara pada Informant, Notores
QUEST_UNUSED_20151116_002513	Defeat the monsters from District 3	3번지역 몬스터 처치	Kalahkan Monster di district 3
QUEST_UNUSED_20151116_002514	Agent Notres wants to check whether the 3rd district is safe for the safe emigration of the settlers that are coming to Orsha. He asked you if the monsters there can be defeated.	정보원 노토레스는 오르샤로 몰려오는 이주민들의 안전한 이주를 위해 사전에 3번지역이 안전한지 확인해보려고 합니다. 해당 지역의 몬스터들이 처치할 수 있는 수준인지 알아봐달라고 부탁했습니다.	Informant Notores, meminta kamu untuk memeriksa 3rd district dan memastikan keamanan penduduk yang datang ke Orsha. Kalahkan monster yang ada disana
QUEST_UNUSED_20151116_002515	Check the camp region	캠프 지역 확인	Memeriksa Camp Region
QUEST_UNUSED_20151116_002516	Agent Notres wants to check whether it would be alright to rest at the camp of the 4th district while the settlers are heading to Orsha. Let's check whether 4th camp district is safe.	정보원 노토레스는 이주민들이 오르샤로 향하는 동안 4번 장소의 캠프에서 쉬어도 좋을지 확인하고 싶다고 합니다. 4번 캠프 지역이 안전한지 확인해 봅시다	Informant Notores, ingin memeriksa keadaan di rest camp pada 4th district saat para penduduk menuju ke Orsha. Ayo periksa apakah 4th camp district dalam kondisi aman.
QUEST_UNUSED_20151116_002517	Talk with Agent Notres	정보원 노토레스와 대화하세요	Bicara pada Informant, Notores
QUEST_UNUSED_20151116_002518	Collect Corrupted Blood	오염된 피 수집	Kumpulkan Polluted Blood
QUEST_UNUSED_20151116_002519	Agent Notres sees signs of demons in the affected monsters. Defeat the monsters in District 5 and collect their contaminated blood, then bring it Agent Notres.	정보원 노토레스는 광포해진 몬스터들로부터 마족의 징후를 포착했다고 합니다. 5번지역 몬스터들을 처치하여 그들의 오염된 피를 수집해서 정보원 노토레스에게 전달합시다	Informant Notores melihat tanda-tanda dari monster yang terpengaruh demon. Kalahkan monster di district 5 dan kumpulkan sampel darah mereka, lalu bawa ke Notores.
QUEST_UNUSED_20151116_002520	Talk with Chaser Zegaus	추적자 제가우스와 대화	Bicara pada chaser, Zegaus
QUEST_UNUSED_20151116_002521	Talk with Chaser Zegaus	추적자 제가우스와 대화하세요	Bicara pada chaser, Zegaus
QUEST_UNUSED_20151116_002522	Chaser Zegaus has asked you to defeat the monsters in District 7 to protect those who are injured.	추적자 제가우스는 부상당한 자신들을 위해 7번 지역의 몬스터를 처치해달라고 부탁했습니다	Chaser Zegaus meminta kamu untuk mengalahkan monster di District 7 untuk melindungi orang-orang yang cedera.
QUEST_UNUSED_20151116_002523	Retrieve the pockets of the chasers	추적자들의 주머니 회수	Menerima pockets of the chasers
QUEST_UNUSED_20151116_002524	Retrieve the pockets of the chasers	추적자들의 주머니 회수하세요	Menerima pockets of the chasers
QUEST_UNUSED_20151116_002525	The Dangerous Trace	위험한 단서	Arahan yang berbahaya
QUEST_UNUSED_20151116_002526	Priest Pranas is waiting for you at the entrance of Ashaq Underground Prison at Paupys Crossing	사제 프라나스가 파우피스 나루의 아샤크 지하 감옥 입구에서 당신을 기다리고 있습니다	Priest Pranas menunggumu di pintu masuk Ashak Undergorund Prison di paupys port
QUEST_UNUSED_20151116_002527	Bishop Urbonas' Whereabouts	우르보나스의 행방	Tentang Urbona's
QUEST_UNUSED_20151116_002528	Follow Priest Pranas	사제 프라나스 따라가기	Ikuti Priest Pranas
QUEST_UNUSED_20151116_002529	Priest Pranas told you that he would first go to the 1st floor of Ashaq Underground Prison. Follow Priest Pranas to the 1st floor of Ashaq Underground Prison.	사제 프라나스는 동료들과 함께 아샤크 지하 감옥 1층으로 먼저 진입하겠다고 말했습니다. 아샤크 지하 감옥 1층으로 사제 프라나스를 따라가세요	Priest pranas memberitahumu dia akan pergi ke lantai 1  Ashak Underground Prison. Ikuti priest pranas menuju lantai 1 Ashak underground Prison
QUEST_UNUSED_20151116_002530	Look for a method to relieve the curse totem	저주 토템을 해제할 방법 찾기	Cari cara untuk melepaskan Curse Totem
QUEST_UNUSED_20151116_002531	Priest Pranas asked you to find a way to relieve the curse totem	사제 프라나스는 저주 토템을 해제할 방법을 찾아달라고 부탁했습니다	Priest pranas memintamu mencari cara untuk melepaskan curse totem
QUEST_UNUSED_20151116_002532	Check the curse totem	저주 토템 확인	Periksa Curse Totem 
QUEST_UNUSED_20151116_002533	You've defeated enough demons nearby. Check the curse totem again	주변의 마족들을 충분히 처리했습니다. 저주토템을 다시 확인해 봅시다	Kamu telah selesai mengalahkan iblis di sekitar area,  periksa kembali Curse Totem
QUEST_UNUSED_20151116_002534	Destroy the 3rd Zone Cursed Totem	3구역 저주 토템 파괴	Hancurkan 3rd Zone Cursed Totem
QUEST_UNUSED_20151116_002535	The Priest Pranas asked you to destroy the curse totem that is set up on the way to the hideout of Urbonas by using the same method	사제 프라나스는 같은 방식으로 우르보나스의 은거지로 가는 길에 설치되어 있는 저주 토템을 파괴해 달라고 부탁했습니다	Priest Pranas memintamu untuk menghancurkan curse totem yang telah dipersiapkan untuk mengeluarkan Urbonas dari pesembunyiannya dengan menggunakan cara yang sama.
QUEST_UNUSED_20151116_002536	Destroy the 4th Zone Cursed Totem Fragments	4구역 저주 토템 파편 제거	Hancurkan the 4th Zone Cursed Totem Fragments
QUEST_UNUSED_20151116_002537	The curse totem which the Priest Pranas asked you to eliminate has been destroyed by someone. But, it seems that those fragments are still operating. Eliminate the fragments of the curse totem	사제 프라나스가 처리해달라고 부탁한 저주 토템이 이미 누군가에 의해 파괴되어 있습니다. 하지만 그 파편들이 아직 작동하는 것 같습니다. 저주 토템의 파편들을 제거하세요	Curse totem yang diminta priest praas untuk di hancurkan telah dikancurkan oleh orang lain. Tapi tampaknya pecahan nya masih berfungsi. Hancurkan fragment daro curse totem.
QUEST_UNUSED_20151116_002538	Check the 4th Zone Cursed Totem	4구역 저주 토템 확인	Periksa 4th Zone Cursed Totem
QUEST_UNUSED_20151116_002539	Check the curse totem	저주 토템 확인을 확인하세요	Periksa curse totem
QUEST_UNUSED_20151116_002540	As you were destroying the curse totem as the Priest Pranas requested to you, the boss monster that is trying to protect the totem appeared	사제 프라나스가 부탁한 저주 토템을 파괴하는 중 토템을 지키려하는 보스몬트서가 나타났습니다	Saat kamu menghancurkan curse totem yang di minta oleh priest pranas, boss monster mencoba untuk menjaga totem yang muncul.
QUEST_UNUSED_20151116_002541	Talk with Urbonas	우르보나스와 대화	Bicara dengan Urbonas
QUEST_UNUSED_20151116_002542	Talk with Urbonas	우르보나스와 대화하세요	Bicara dengan Urbonas
QUEST_UNUSED_20151116_002543	Bishop Urbonas asked you to step onto the magic circle and check whether you are the true Revelator.	주교 우르보나스는 그의 교단에서 계시자를 위해 준비한 마법진에 올라가서 계시자임을 확인해보라고 했습니다	Bishop urbonas memintamu untuk berjalan memasuki magical field untuk memeriksa apakah mau Savior yang sebenarnya.
QUEST_UNUSED_20151116_002544	Talk with Chaser Torvana	추적자 토르바나와 대화	Bicara dengan chaser, Torbana
QUEST_UNUSED_20151116_002545	Collect Red Essences	붉은 결정 수집	Kumpulkan red essences
QUEST_UNUSED_20151116_002546	Chaser Torvana has asked you to collect the red essences that are being used by the demons to help the agents.	추적자 토르바나는 영주 직속 정보대원들에게 도움을 주기 위해 마족들이 사용하는 붉은 결정을 수집해달라고 부탁했습니다	Chaser, Torbana memintamu untuk mengumpulkan Red Essences yang digunakan oleh demon untuk mengumpulkan informasi.
QUEST_UNUSED_20151116_002547	Talk to Chaser Torvana	추적자 토르바나와 대화하세요	Bicara dengan chaser torvana
QUEST_UNUSED_20151116_002548	Collect Black Wooden Pieces	검은 나무 조각 수집	Kumpulkan pecahan dari Black trees
QUEST_UNUSED_20151116_002549	Chaser Torvana has asked you to collect the black wooden pieces requested by the 2nd Ward Intelligence Command.	추적자 토르바나는 2번지역에서 영주 직속 정보대에서 의뢰한 검은 나무 조각을 수집해달라고 부탁했습니다	Chaser Torvana telah menyuruhmu untuk mengumpulkan Black Wooden Piece yang diminta oleh 2nd Ward Intelligence Command.
QUEST_UNUSED_20151116_002550	Talk with Chaser Daramaus	추적자 다라마우스와 대화	Bicara dengan Chaser Daramouse
QUEST_UNUSED_20151116_002551	Obtain the demons' pockets	마족 꾸러미 습득	Dapatkan Demons' pocket.
QUEST_UNUSED_20151116_002552	Chaser Daramaus has asked you to investigate the objects used by the demons, as requested by the 3rd Ward Intelligence Command. Defeat demons to collect the sacks they carry.	추적자 다라마우스는 3번지역에서 영주 직속 정보대의 의뢰로 마족들이 사용하는 물건들을 조사해봐야 겠다고 합니다. 마족을 처치하여 마족 꾸러미를 습득하세요	Chaser Daramaus memintamu untuk memeriksa objek yang digunakan oleh demon, atas permintaan dari 3rd ward intelligence command. Kalahkan demon untuk mengumpulkan sack yang mereka bawa.
QUEST_UNUSED_20151116_002553	Investigate the demons' pockets	마족 꾸러미 조사	Selidiki Demons' pockets
QUEST_UNUSED_20151116_002554	As Chaser Daramaus requested to you, you've obtained enough demons' pockets. Use the pockets and tell their effects to Daramaus.	추적자 다라마우스가 의뢰한 대로 마족 꾸러미를 충분히 모았습니다. 마족 꾸러미를 사용해보고 그 효롸를 다라마우스에게 알려줍시다	Sebagai chaser, Daramouse memintamu untuk mengumpulkan Demon's Pockets. Gunakan Pockets dan beritahu efeknya ke Daramouse
QUEST_UNUSED_20151116_002555	Talk to Chaser Daramaus	추적자 다라마우스와 대화하세요	Bicara dengan chaser Daramaus
QUEST_UNUSED_20151116_002556	Go to the 2nd floor of Ashaq Underground Prison by following Priest Pranas	사제 프라나스를 따라 아샤크 지하 감옥 2층으로 가세요	Pergi ke 2nd floor of Ashak Underground Prison dengan cara mengikuti  priest, Pranas
QUEST_UNUSED_20151116_002557	Destroy the 2nd Ward Cursed Totem	2지역 저주 토템 파괴	Hancurkan 2nd Ward Cursed Totem
